Accuracy,Precision,Recall,F1-score,ROC-AUC,model,mean_score
0.9616957797988547,0.9644675794953038,0.9464741810105497,0.9553861674700146,0.994044352624146,Random Forest,0.9644136120797737
0.9615514171599057,0.9641402714932127,0.9464741810105497,0.9552255533762959,0.9940394489474447,Random Forest,0.9642861743974818
0.8698811414272652,0.8422596414991852,0.8609661299278178,0.8515101592531577,0.9281392866734663,Logistic Regression,0.8705512717561785
